GNF-Pf identifier,JC_XSMILES,Qualifier,PF proliferation inhibition 3D7 EC50 uM
GNF-Pf-2018,C=CCSC1=C(N=C(O1)C2=CC=CO2)[P+](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,,0.3095
GNF-Pf-2019,COC1=CC(=CC=C1OCC2=CC=CC=C2Cl)\C=C3\SC(NC3=O)=NC4=CC=CC=C4,,0.957
GNF-Pf-2020,CCN(CC)CCCC(C)NCC1=CC=C(OCC2=CC=CC=C2)C(OC)=C1,,0.771
GNF-Pf-2021,CN1CCN(CC1)C2=CC(=NC(=N2)C3=CC=CN=C3)C4=CC=NC=C4,,0.511
GNF-Pf-2022,ClC1=CC=C2C(NCCCCNC(=O)C3=CC=CC=C3Br)=CC=NC2=C1,,0.468
GNF-Pf-2023,COC1=CC=CC=C1NC(=O)C2=C(N3C=CC=C3)N(N=C2)C4=CC=CC=C4,,0.1192
GNF-Pf-2024,ONC(=O)CCCCCN1C(=O)C2=CC=CC3=CC=CC(C1=O)=C23,,0.563
GNF-Pf-2025,CCOC(=O)C1=CN=C2C(OC)=CC=CC2=C1NC3=CC=C(OC)C(OC)=C3,,0.827
GNF-Pf-2026,CN(C)C1=CC=C(C=C1)\C=C2/SC(NC2=O)=NC3=CC=C(F)C=C3,,0.361
GNF-Pf-2027,C=CCOC1=CC=CC=C1CN2CCN(CC2)C3=CC=CC=N3,,9.99
GNF-Pf-2028,[O-][N+](=O)C1=CC(=C(Cl)C(=C1NC2=CC(=CC=C2Cl)C(F)(F)F)[N+]([O-])=O)C(F)(F)F,,0.565
GNF-Pf-2029,CCOC1=CC=C(C=C1)N=C2NC(=O)SC2=C3C(=O)NC4=CC=C(Br)C=C34,,12.5
GNF-Pf-203,CC1=CC=C(C=C1S(=O)(=O)N2CCCCC2)C3=NN(CC(=O)NC4=CC=C(OC(F)(F)F)C=C4)C(=O)C5=CC=CC=C35,,1.25
GNF-Pf-2030,CN(C)C1=CC(NC(=O)NC2=CC=CC=C2)=C3C=CC=CC3=N1,,0.1482
GNF-Pf-2031,COC1=CC(CN2CCN(CC2)C3=CC=CC=N3)=CC(I)=C1O,,9.9
GNF-Pf-2032,C1CN(CCC1NC2=NC=NC3=C2SC(=C3)C4=CC=CC=C4)CC5=CC=CC=C5,,2.059
GNF-Pf-2033,COCCNCCN1CCN(C[C@@H]1C2=CC=CC=C2)C3=CC=C(C)C=C3,,0.436
GNF-Pf-2034,OC1=CC=CC(NC2=NC(NCC3CCCO3)=C4C=CC=CC4=N2)=C1,,0.2655
GNF-Pf-2035,COC1=CC=C2SC(\N(C)C2=C1)=C3/SC(=NC4=CC=CC=C4C5=CC=CC=C5)N(CC=C)C3=O,,1.184
GNF-Pf-2036,CN(C)C1=CC=C(C=C1)\C=C2\SC(NC2=O)=NC3=CC=C(C)C=C3,,0.615
GNF-Pf-2037,CC1=CC=C(C=C1)N=C2NC(=O)\C(S2)=C/C3=C(C)N(C(C)=C3)C4=CC=CC(=C4)[N+]([O-])=O,,0.442
GNF-Pf-2038,CCN1C=CC(C=C1)=CC2=CC=C3C=CC=CC3=[N+]2C,,0.453
GNF-Pf-204,O=C(NC1=CC=C(C=C1)C2=NC3=CC=C(NC(=O)C4=CC=CC5=CC=CC=C45)C=C3N2)C6=CC=CC7=CC=CC=C67,,1.426
GNF-Pf-2040,COC1=CC=C(CN(CC2=CC3=CC=CC(C)=C3NC2=O)C(=S)NC4CCCCC4)C=C1,,1.25
GNF-Pf-2041,[O-][N+](=O)C1=CC=C(C(=O)N2CCCCC2)C(=C1)[N+]([O-])=O,,12.5
GNF-Pf-2043,CCOC1=CC=C(Br)C=C1C=C2SC(=NC3=CC=CC=C3CC)N(C2=O)C4=CC=CC=C4CC,,8.33
GNF-Pf-2044,OC(=O)C1=CC=C(Cl)C=C1NC(=O)CN2C(=O)C3=CC=CC=C3C2=O,,1.25
GNF-Pf-2045,COC1=CC(OC)=CC(=C1)C(=O)N2CCC(CC2)C(=O)NC3=CC=CC4=CC=CC=C34,,0.481
GNF-Pf-2046,ClC1=CC=C2C(NCCCCNC(=O)C3CCCC3)=CC=NC2=C1,,0.409
GNF-Pf-2047,CC1=CC(=NC2=CC=C(NC(=S)NCCCN3CCC4=CC=CC=C4C3)C=C12)N5CCCC5,,0.2633
GNF-Pf-2048,COC1=CC=C(C=C1)S(=O)(=O)NCCCCNC2=CC=NC3=CC(Cl)=CC=C23,,0.345
GNF-Pf-205,CC1=CC(NC(=O)C2=CC=C(Br)C=C2)=NO1,,1.25
GNF-Pf-2050,CN(C)C(=O)C1C2NC(=S)N(C3=CC=CC=C3)C1(C)OC4=CC=CC=C24,,1.752
GNF-Pf-2051,CC1=CC=CC=C1C2=CN=NC(NCC3CCCCO3)=N2,,11.13
GNF-Pf-2052,CN1CCC2=C(C#N)C(=NC(N3CCCC3)=C2C1)N4CCCC4,,2.125
GNF-Pf-2053,CC1=CC=C(C=C1C)N=C2SC(=CC3=C(Cl)C=CC=C3Cl)C(=O)N2C4=CC=C(C)C(C)=C4,,12.5
GNF-Pf-2055,CCCCCN(C(CC)C1=NC2=CC=CC=C2C(=O)N1C3=CC=C(Cl)C=C3C)C(=O)C4=CC=CC(F)=C4,,1.455
GNF-Pf-2056,COC1=CC=C(CCN2C(=O)C3=CC=C(OC4=CC=C(NC(=O)C5=C(C6=CC=CC=C6)C7=CC=CC=C7C(=O)O5)C=C4)C=C3C2=O)C=C1OC,,12.5
GNF-Pf-2057,COC1=CC=C(NC(=O)C2=CC3=CC(=CC=C3O2)C4(O)CCN(CC4)CC(C)(C)C)C=C1OC,,1.25
GNF-Pf-2058,COC1=CC=C(C=C1)\C=C\C2=NC(=O)C3=CC=CC=C3O2,,1.237
GNF-Pf-2059,FC1=CC=C(CSC2=NC3=CC=CN=C3N2)C=C1,,3.62
GNF-Pf-206,CC(C)OC(=O)C1=C(C)NC2=C(C1C3=CC=CC=C3F)C(=O)CC(C)(C)C2,,1.25
GNF-Pf-2060,CCOC(=O)C1CSC(N1C(=O)\C=C\C2=CC=CC=C2)C3=CC=C(C=C3)C(F)(F)F,,1.343
GNF-Pf-2061,COC1=CC(OC)=NC(CSC2=CC=C(NC(=O)CCl)C=C2)=N1,,0.518
GNF-Pf-2062,CC1=CC=CC=C1C(=O)NCCCCNC2=CC=NC3=CC(Cl)=CC=C23,,0.45
GNF-Pf-2063,COC1=CC=C2N=C(C=C(NCCN(C)C)C2=C1)C3=CC=CC=C3,,0.1714
GNF-Pf-2064,CCOC(=O)C1=C(C)N=c2sc(=CC3=C4C=CC=CC4=CC5=CC=CC=C35)c(=O)n2C1C6=CC(OC)=CC=C6OC,,12.5
GNF-Pf-2065,COC1=CC=C(NC(=O)C2=CC=CC(=C2C)[N+]([O-])=O)C=C1,,3.55
GNF-Pf-2066,CCN1CCC(CC1)NC2=CC=NC3=CC4=CC=CC=C4C=C23,,0.0815
GNF-Pf-2067,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)C3=CC=NC4=CC=C(OC)C=C34,,0.1028
GNF-Pf-2068,CCCCOC(=O)CC1=CC=C(N)C=C1,,0.462
GNF-Pf-2069,COC1=CC(=CC=C1N2C=NN=N2)C(=O)NC3=CN=C4C=CC=CC4=C3,,3.98
GNF-Pf-207,COC(=O)C1=C(SC2=C1CCN(CC3=CC=CN=C3)C2)S(=O)(=O)NCCC4=CC=CC=C4,,1.575
GNF-Pf-2070,ClC1=CC=C(C=C1)C2N(CCC3=C2NC=N3)C(=O)NC4=CC=C(C=C4)N5CCCCC5,,0.64
GNF-Pf-2071,COC1=CC(=CC=C1OCC2=CC=CC=C2F)\C=C3\SC(NC3=O)=NC4=CC=CC=C4,,1.095
GNF-Pf-2072,CC1=CC=C(C=C1)C2=NOC(=C2)C3=CC(Cl)=CC=C3O,,0.798
GNF-Pf-2074,ClC1=CC=C(C=C1)C(=O)CN2C=CC(C=C2)=NCC3=CC=CC=C3,,0.2962
GNF-Pf-2075,BrC1=CC=C(O1)C(=O)NC2=CC=C(OC3=CC=CC(OC4=CC=C(NC(=O)C5=CC=C(Br)O5)C=C4)=C3)C=C2,,4.42
GNF-Pf-2076,CC(C)CC(N)C(=O)N1CCC2=C(C1)SC(CC3=CC=C(F)C=C3Cl)=N2,,1.25
GNF-Pf-2077,OC(=O)C1=CC=CC=C1NC(=O)C2=CC=CC(NC(=O)C3=CC=CO3)=C2,,0.947
GNF-Pf-2078,OCCNC1=NC(NC2=CC=C(Br)C=C2)=NC3=CC=CC=C13,,0.49
GNF-Pf-2079,CC1=CC(NC2=CC=CC(=C2)C(F)(F)F)=NC(N)=N1,,0.676
GNF-Pf-208,ClC1=CC=C(NC2=NC3=NON=C3N=C2NC4=CC=C(Cl)C(Cl)=C4)C=C1Cl,,12.5
GNF-Pf-2080,CCC(N1CCNCC1)C2=NC3=CC=CC=C3C(=O)N2CCOC,,0.369
GNF-Pf-2081,C1=CC=C(C=C1)N=C2N(C3=CC=CC=C3)C(=NC4=CC=CC=C4)N(C5=CC=CC=C5)C(=NC6=CC=CC=C6)N2C7=CC=CC=C7,,1.348
GNF-Pf-2082,CC[C@H]([C@H]1O[C@@](CC)(C[C@@H]1C)[C@H]2CC[C@](O)(CC)[C@@H](C)O2)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCC3=CC=C(C)C(O)=C3C(O)=O,,0.726
GNF-Pf-2083,OC1(CCN(CC1)C2CCN(CC2)CC3=CC=CC=C3)C4=CC=C(Br)C=C4,,0.1833
GNF-Pf-2084,OC1=CC=CC=C1C2=NC3=C(S2)N=C(S3)C4=CC=CC=C4O,,0.989
GNF-Pf-2085,CCC1=NN(C)C(=C1)C(=O)N2CCC[C@@H]3CN(CC[C@H]23)C(=O)C4=CC=C(F)C=C4,,12.5
GNF-Pf-2086,[O-][N+](=O)C1=CC=CC(CN2C(=O)CN=C(C3=CC=CC=C3Cl)C4=CC(Cl)=CC=C24)=C1,,4.47
GNF-Pf-2087,CC(C)(C)C1=NN(CC(=O)NCCC2=CNC=N2)C(=O)C3=CC4=CC=CC=C4N3C1,,1.25
GNF-Pf-2088,COC1=CC2=C(C=C1OC)C(=N)N(CCCN3C=CN=C3)C(SCC(C)C)=N2,,0.822
GNF-Pf-209,O=C(NC1CC1)C2=CC=C(C=C2)N3C(=O)C4C(C5C6=CC=CC=C6C4C7=CC=CC=C57)C3=O,,0.872
GNF-Pf-2090,COC1=CC=C(C=C1)C2=CN=NC(NN=CC3=CC=C(O3)[N+]([O-])=O)=N2,,1.25
GNF-Pf-2091,COC1=CC(NC(C)CCCN(CC2=CC=C(OC)C(OC)=C2)C(=O)C3=CC=C4C=CC=CC4=C3)=C5N=CC=CC5=C1,,0.409
GNF-Pf-2092,C\C=C\[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,,0.0528
GNF-Pf-2093,COC1=CC(NC(C)CCCN(CC2=CC=C(C=C2)N(C)C)S(=O)(=O)C3=CC=CC4=CC=CC=C34)=C5N=CC=CC5=C1,,0.806
GNF-Pf-2094,CC1=CC(NC2CCCCC2)=NC(NCC3=CC=CC=C3)=N1,,0.296
GNF-Pf-2096,CN(CC1COCCO1)CC2=CC3=CC=C(F)C=C3N(CCN4CCCCC4)C2=O,,12.5
GNF-Pf-2097,O=C(CN1CCCC1)NC2=C3CCCC3=NC4=C2CCC4,,1.25
GNF-Pf-2098,CCOC1=CC=CC2=C1C=C(C(=O)NC3=NOC(=C3)C(C)(C)C)C(=O)O2,,11.66
GNF-Pf-21,CC12C(C3C4=CC=CC=C4C1C5=CC=CC=C35)C(=O)N(C6=CC=CC(=C6)C(O)=O)C2=O,,0.652
GNF-Pf-210,[O-][N+](=O)C1=CC=C(C=C1)N2C=CC=C2C=NNC3=NC=NC4=C3C5=C(CCCC5)S4,,2.78
GNF-Pf-2100,CC(NS(=O)(=O)C1=CC=CC=C1)C(=O)NC2CCCC2,,4.32
GNF-Pf-2101,CCOC(=O)C1=C(N=c2sc(=CC3=C(C)N(CC4=CC=C(F)C=C4)C5=CC=CC=C35)c(=O)n2C1C6=CC=CC(OC)=C6OC)C7=CC=CC=C7,,1.128
GNF-Pf-2102,CCOC(=O)C1=CC=C2N=C3C(=O)C4=CC=CC=C4C(=O)C3=NC2=C1,,0.02674
GNF-Pf-2103,COC1=CC=CC=C1NC2=CC(=NS(=O)(=O)C3=CC=CS3)C4=CC=CC=C4C2=O,,1.072
GNF-Pf-2105,CN(CCCNC1=CC=NC2=CC(Cl)=CC=C12)C(=O)C3=CC(Cl)=CC(Cl)=C3,,0.2351
GNF-Pf-2106,CCCCCCCC1=CC=C(C=C1)C2=NN=C(O2)C3=CC=C(C=C3)[N+]([O-])=O,,1.25
GNF-Pf-2107,FC(F)(F)C1=CC(=NC2=CC(=NN12)C(=O)N3CCN(CC3)CC4=CC=CC=C4)C5=CC=CC=C5,,2.923
GNF-Pf-2108,CCOC(=O)C1=C(C)N(C(C)=C(C1C2=CC=C(Br)C=C2)C(=O)OCC)C3=CC=C(C=C3)N(C)C,,1.129
GNF-Pf-2109,C(CNC1=CC(=NC(=N1)C2=CC=CC=C2)C3=CC=NC=C3)CN4C=CN=C4,,0.2376
GNF-Pf-211,FC1=CC=C(C=C1C(=O)NC2=CC=C(C=C2)C(F)(F)F)S(=O)(=O)NC3CCCCCC3,,4
GNF-Pf-2110,CN(C)CCCNC1=C2C=CC=CC2=NC3=CC=CC=C13,,0.0327
GNF-Pf-2111,O=C(N1CCC2=CC=CC=C12)C3=CC=C4C=CC=CC4=C3,,3.5
GNF-Pf-2112,CN(C)CCN1C(=N)N(CC(O)C2=CC=C(Cl)C(Cl)=C2)C3=CC=CC=C13,,0.2564
GNF-Pf-2113,CCC(C)NC(=O)C1CSC(N1C(=O)C2=CC(OC)=C(OC)C(OC)=C2)C3=CC=CC(F)=C3,,1.25
GNF-Pf-2114,CN1CCC(CC1)N2CCC(CC2)OC3=CC=CC(=C3)C(=O)NCCC4=CCCCC4,,0.78
GNF-Pf-2115,CCN1CCN(CC1)C2=CC(C)=C3C=C(NC(=O)C4=CC(OC)=CC(OC)=C4)C=CC3=N2,,0.1831
GNF-Pf-2116,CC1=CC=C(\C=C2\SC(NC2=O)=NC3=CC=CC=C3)C(C)=C1,,0.468
GNF-Pf-2117,CN(C)C1=CC=[N+](OC(=O)N2CCCCC2)C=C1,,0.1332
GNF-Pf-2118,CCOC1=CC=C(NC2=NC(NCC3=CC=CO3)=C4C=CC=CC4=N2)C=C1,,0.2877
GNF-Pf-2119,CN1N=C(C(=O)NCC2=CC=C(F)C=C2)C3=C1CCC(C3)N4CCC(CO)CC4,,1.25
GNF-Pf-212,CC1=CC=C2NC(=NC2=C1)\C(=C\C3=CN(CC4=CC=C(Cl)C=C4Cl)N=C3C5=CC=CC=C5)C#N,,1.014
GNF-Pf-2120,FC(F)(F)C1=CC=C(NC(=O)CN2C3=CC=CC=C3C(=O)C4=CC=C(Cl)C=C24)C=C1,,9.87
GNF-Pf-2121,CCOC(=O)C1(CCN(CC1)C(=O)NC2=CC=CC(SC)=C2)CC3CCCCO3,,12.5
GNF-Pf-2122,CCN(CC)C1=CC=C(NC(=O)C2CC3=CC=CC=C3CN2S(=O)(=O)C4=CC=C(F)C=C4)C=C1,,7.43
GNF-Pf-2123,ClC1=CC=C2C(NCCCCNC(=O)C3=CC=CC(Br)=C3)=CC=NC2=C1,,0.422
GNF-Pf-2124,CCN(C(C)=O)C1=C(N2CCOCC2)C(=O)C3=CC=CC=C3C1=O,,0.1684
GNF-Pf-2125,CCCCC(=O)O[C@@H]([C@@H]1C[C@@H]2CCN1C[C@@H]2C=C)C3=CC=NC4=CC=CC=C34,,0.942
GNF-Pf-2126,OCCC#CC1=CC=C(C=C1)[C@@H]2C[C@H]3CN(C4=CC=CC=C4)C(=O)[C@]35CCCN25,,0.832
GNF-Pf-2127,CC[N+](C)(CC)CCSC1=NC2=CC=CC=C2C(=S)N1C3=CC=C(OC)C=C3,,0.2848
GNF-Pf-2128,CCCCNCCOCCOC1=CC=C(Br)C=C1,,11.7
GNF-Pf-2129,CC1=CC=C(C)C(NC2=NC3=C(CCCC3)S2)=C1,,12.5
GNF-Pf-213,COC1=CC(=CC(OC)=C1OC)C(=O)NC2=CC=C3N=C4CCCCCN4C(=O)C3=C2,,0.589
GNF-Pf-2130,COC(=O)C1=CNC=C(C1C2=CC(OC)=C(OC)C(OC)=C2)C(=O)OC,,8.99
GNF-Pf-2131,NC1=C(C#N)C(=NN1CCO)\C(=C\C2=CN(CC3=CC=CC=C3Cl)C4=CC=CC=C24)C#N,,0.5
GNF-Pf-2132,C[N+]1=CC(=CC2=CC=CC=C12)C3=CC=C4C=CC=C(C4=N3)[N+]([O-])=O,,0.364
GNF-Pf-2133,CCN1C=C(C(=O)NCCC2=CCCCC2)C(=O)C3=CC(=CC=C13)S(=O)(=O)N(C)C,,1.25
GNF-Pf-2134,COC(=O)C1=CC=CC=C1NC(=O)CN(C)C2=NC(=NO2)C3=CC=C(OC)C=C3,,0.786
GNF-Pf-2135,C\C(Cl)=C\C[N+]1(CCOCC1)CC#CC2=CC=CC3=CC=CC=C23,,0.672
GNF-Pf-2136,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)C=NN=C(N)N,,0.1548
GNF-Pf-2137,CC(C)N(CC(=O)NC1=CC(=NN1C2=CC=C(Cl)C=C2)C(C)(C)C)C(=O)C3=CC=C(C=C3)C(C)(C)C,,9.96
GNF-Pf-2138,CCCN1CCC(CC1)N2CCCC(C2)C3=C(C=NN3)C4=CC=CC(=C4)C(F)(F)F,,0.757
GNF-Pf-2139,CCC1=CC=C(CN2CCC(O)(CC2)C3=CC=C4OC(=CC4=C3)C(=O)NC5=CC=C6OCOC6=C5)C=C1,,0.359
GNF-Pf-214,CCOC(=O)NC(=O)N1CCC(CC1)C2=NC(=CS2)C3=CC(=C(O)C(=C3)C(C)(C)C)C(C)(C)C,,1.662
GNF-Pf-2140,CC1=CC=C(Cl)C=C1NC2=NC3=CC=CC=C3N4C(C)=NN=C24,,12.5
GNF-Pf-2141,FC1=CC=C(C=C1)C(N2CCC(CC2)C(=O)N3CCCC3)C4=CC=C(F)C=C4,,0.586
GNF-Pf-2142,C1CCN(CC1)C2=NC3=C(CN(CC3)CC4=CC=CS4)S2,,1.26
GNF-Pf-2143,[O-][N+](=O)C1=CC=C2NC(=O)C(C(=O)C=CC3=CC=CC=C3)=C(C4=CC=CC=C4)C2=C1,,9.37
GNF-Pf-2144,CCSC1=CC(=O)C2=CC=CC=C2C1=O,,0.551
GNF-Pf-2145,[O-][N+](=O)C1=CC=C(O1)C=CC=C(C#N)C2=NC3=CC=CC=C3N2,,0.381
GNF-Pf-2146,CC1=CC=CC=C1C(=O)N2CCC(CC2)N3N=CC=C3NC(=O)CCOC4=CC=CC=C4,,12.5
GNF-Pf-2147,CC(=O)NC1=CC=C2N=C(C)SC2=C1,,1.25
GNF-Pf-2148,CCC1=CC=C(C=C1)N(C(C(=O)NCC2=CC=CC=C2)C3=CC=C(OC)C(OC)=C3)C(=O)CCN4CCC5=CC=CC=C45,,5.08
GNF-Pf-2149,CC1=CC(C)=CC(=C1)N2C(C)=CC(C=C3SC(NC3=O)=NC4=CC=C(Br)C=C4)=C2C,,2.584
GNF-Pf-215,CC1(C)OC2=CC=C(C=C2N(CCC3=CC=CC=C3)C1=O)C(=O)N4CCCC4,,1.119
GNF-Pf-2150,COC1=CC=C(C=C2SC(NC2=O)=NC3=CC=C(F)C=C3)C(OC)=C1,,0.266
GNF-Pf-2151,CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)C=CC=CC(=O)OCCC(C)=CC(=O)OC[C@@]2(CC1)[C@]4(C)[C@]35CO5,,0.00391
GNF-Pf-2153,COC1=CC=C(C=C1)S(=O)(=O)N=C2C=C(NC3=CC=C(O)C=C3)C(=O)C4=CC=CC=C24,,0.1851
GNF-Pf-2154,CCOC1=CC=CC2=C1N(C(=O)C3=CC=CC(=C3)[N+]([O-])=O)C(C)(C)C(=S)C2=C4SC(C(=O)OC)=C(S4)C(=O)OC,,1.25
GNF-Pf-2155,CC1=NN2C(C)=C(CC3=CC=CC(F)=C3)C(C)=NC2=C1C#N,,0.437
GNF-Pf-2157,CC(C)CNC1=NC(NCCCN2C=CN=C2)=NC=C1C(=O)NCC3=CC=CC=C3,,0.2573
GNF-Pf-2158,CCOC(=O)C1=CN=C2C=CC(Cl)=CC2=C1NC3=CC=C(OC)C(OC)=C3,,2.668
GNF-Pf-2159,CC1(C)CC(CC(C)(C)N1)=C2C=CC3C2C4CC3(C=C4)C5=CC(C)(C)NC(C)(C)C5,,2.232
GNF-Pf-216,CCOC1=CC=C(C=C1)N2C(=O)NC(=O)C(=C/C3=CN(C(C)=O)C4=CC=CC=C34)\C2=O,,1.25
GNF-Pf-2160,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O)C=C(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C=C3O2,,12.5
GNF-Pf-2161,[O-][N+](=O)C1=CC=CC(C=NNC2=NC(NN=CC3=CC=CC(=C3)[N+]([O-])=O)=NC(NC4=CC=CC5=CC=CC=C45)=N2)=C1,,0.509
GNF-Pf-2162,CN1C=NC2=CC(OC3CCN(CC3)CC4=CC=CO4)=CC=C12,,0.2162
GNF-Pf-2163,CCCCN(CC)S(=O)(=O)C1=CC(Br)=CC2=C1N(CC2)C(C)=O,,1.561
GNF-Pf-2164,CCNC(=O)\C=C\C1=CC=C(C=C1)C(C)(C)C,,1.097
GNF-Pf-2165,CCCCN1CC2=CC=C(C=C2N=C1C3=CC=C(OC)C=C3)C(=O)NCCN4CCOCC4,,10.01
GNF-Pf-2166,C[N+]1=CC=CC=C1\C=C\C2=CC(Br)=CC=C2O,,0.3015
GNF-Pf-2167,CC(C)N1CCC(CC1)N2CCN(CC2CCO)CC3=CC=C4C(CC5=CC=CC=C45)=C3,,1.543
GNF-Pf-2168,[O-][N+](=O)C1=CC=C2N=C(NC3=CC=CC=C3)C(NC4=CC=CC=C4)=NC2=C1,,0.941
GNF-Pf-217,OC1(CCN(CCCC2=CC=CC=C2)CC1)C3=CC=C4OC(=CC4=C3)C(=O)NC5=CC=C6OCOC6=C5,,0.912
GNF-Pf-2171,CCOC(=O)C1=C(C)N(C(=O)\C1=C/C2=CC=C(C=C2)C(C)C)C3=CC=C(OCC)C=C3,,1.276
GNF-Pf-2172,CN(C)C1=CC=C(C=C1)C2NC3=CC=CC=C3NC4=C2C(=O)CC(C)(C)C4,,12.5
GNF-Pf-2173,CCOC(=O)C1=C(C)C(C(=O)OCC)=C(NC(=O)C(C)SC2=NN=C(CNC(=O)C3=CC=C(OC)C=C3)N2C4=CC=CC=C4OC)S1,,1.25
GNF-Pf-2176,CCCCC1=NC(CN2CCC3(CC2)N(C)C(=O)N(CCC4=CC=CC=C4)C3=O)=CN1,,11.98
GNF-Pf-2177,CN1CCN(CC1)C2=NC(Cl)=NC3=C2N=CN3,,1.174
GNF-Pf-2178,CCCN1CCN(CCCNC(=O)C2=CC=C3N4C=C(N=C4SC3=C2)C5=CC=C(OC)C=C5)CC1,,2.437
GNF-Pf-2179,CN(C)C1=CC=C(C=C1)C2=CC(=[S+]C(=C2)C3=CC=CC=C3)C4=CC=CC=C4,,0.318
GNF-Pf-218,COC(=O)C1=CC=CC=C1NC(=O)COC2=CC=CC(OC)=C2,,1.414
GNF-Pf-2180,CN(C)CCNC1=NC=NC2=C1NC3=CC=C(Cl)C=C23,,0.632
GNF-Pf-2181,CC1CN(CCN1S(=O)(=O)C2=CC=C3C=CC=CC3=C2)C(C)C4=NC5=CC=CC=C5C(=O)N4C6=CC=C(Br)C=C6,,1.25
GNF-Pf-2182,COC1=CC=CC=C1N2C(=N)SC(=C/C3=CC=C(OCC4=CC=CC=C4F)C=C3)\C2=O,,0.741
GNF-Pf-2184,FC(F)(F)C1=CC=CC(NC2=NN=NC3=CC=CC=C23)=C1,,0.756
GNF-Pf-2185,CC1(C)CN=C(NCC2=CC=CC=C2Cl)S1,,7.45
GNF-Pf-2186,CC(=O)N\C(=C/C1=CC=C(OC(F)F)C=C1)C(O)=O,,1.173
GNF-Pf-2187,OC(=O)CCNC1=CC=CC=C1[N+]([O-])=O,,8.54
GNF-Pf-2188,COC1=CC2=C(NC3=CC=C(Br)C=C3F)N=CN=C2C=C1OCC4CCN(C)CC4,,1.919
GNF-Pf-2189,CC(C)CC(=O)NCCCCNC1=CC=NC2=CC(Cl)=CC=C12,,0.62
GNF-Pf-219,COC1=CC=C(CCN(CC2=CC=C(Cl)C=C2)S(=O)(=O)C3=CC=C(C=C3)S(N)(=O)=O)C=C1OC,,4.72
GNF-Pf-2190,COCCNC(=O)[C@@H]1C[C@H](CN1C(C)C)NCCC2=C(C)CCCC2(C)C,,12.5
GNF-Pf-2191,CC(CC(=O)OC1=CC=CC=C1C2=C(NC(C)(C)CC(C)(C)C)N3C=CC=CC3=N2)CC(C)(C)C,,0.242
GNF-Pf-2192,CN(CCCNC1=CC=NC2=CC(Cl)=CC=C12)S(=O)(=O)C3=CC=C(Br)C=C3,,0.1858
GNF-Pf-2193,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC=C(NC(=O)C3=CC=C(O3)C4=CC=CC(=C4)[N+]([O-])=O)C=C2,,1.457
GNF-Pf-2194,COC1=CC=C(CCNC(=O)CC(=O)NN=CC2=CC=C(Br)C=C2)C=C1OC,,1.25
GNF-Pf-2195,CN(CC(O)COC1=CC=C(CNCCCN2CCCC2)C=C1)CC3=CC=CC=C3,,2.377
GNF-Pf-2196,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(NC(=O)C3=CC4=CC=CC=C4OC3=O)C=C2,,1.25
GNF-Pf-2197,COC1=CC=C(\C=C2\SC(NC2=O)=NC3=CC=CC=C3)C(OC)=C1,,0.539
GNF-Pf-2198,CCOC1=C(Cl)C=C(CNC(C)C(O)C2=CC=CC=C2)C=C1OC,,1.654
GNF-Pf-2199,OCC1=NC(=CS1)C2=CC=C(C=C2)[N+]([O-])=O,,12.5
GNF-Pf-22,COC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=CC=C3)C4=CC=C(C=C4)C5=C(N=C(N5)C6=CC=C(OC)C=C6)C7=CC=CC=C7,,1.293
GNF-Pf-2200,CCOC(=O)C1=CC=CC(NC(=O)CCN2N=C(C)C3=C(C)N(N=C3C2=O)C4=CC=CC=C4)=C1,,3.064
GNF-Pf-2201,ClC1=CC=C(COC2=CC=C3C=CC=CC3=C2C=O)C(Cl)=C1,,0.719
GNF-Pf-2202,CN(CCCNC1=CC=NC2=CC(Cl)=CC=C12)C(=O)C3=CC=CC(F)=C3,,0.739
GNF-Pf-2203,CN(C)C1=CC=C(C=C1)C2=NC(C3=CC=C(C=C3)C4=C(N=C(N4)C5=CC=C(C=C5)N(C)C)C6=CC=CC=C6)=C(N2)C7=CC=CC=C7,,7.82
GNF-Pf-2204,O=C(NC1=CC=C(C=C1)C2=NC3=CC(NC(=O)\C=C/C4=CC=CC=C4)=CC=C3N2)\C=C\C5=CC=CC=C5,,0.2541
GNF-Pf-2205,ClC1=CC=C(C=C1Cl)C2=C[N+](CC3=CC=CC=C3Cl)=C4CCCN24,,0.749
GNF-Pf-2206,CCC(C)NC(=O)C1=CNC2=CC=C(C=C2C1=O)S(=O)(=O)N3CCC4=CC=CC=C34,,1.25
GNF-Pf-2207,CC1=CC=C(O)C(NC2=C3CCCC3=C(C#N)C4=NC5=CC=CC=C5N24)=C1,,0.2311
GNF-Pf-2208,OC1=CC=CC(C=NC2=CC=CC=C2)=C1O,,0.36
